ID;PartNumber;Description;Size;Status;Value
3715;8302B;CLEAR CREEK PEAR IN BOTTLE;750 ML;L; 99.58 
3716;8303B;COURVOISIER XO COGNAC;750 ML;S; 40.41 
3717;8304B;COURVOISIER NAPOLEON;750 ML;S; 82.63 
3718;8305B;CLEAR CREEK GRAPPA PINOT;750 ML;L; 1.44 
3719;8305E;CLEAR CREEK GRAPPA PINOT;375 ML;L; 11.26 
3720;8306B;MARTINI S COSMOPOLITAN N/A;750 ML;X; 43.54 
3721;8307E;CLEAR CREEK CAVATAPPI;375 ML;L; 86.50 
3722;8308B;H W TRIPLE SEC;750 ML;C; 26.36 
3723;8309B;ARDBEG S/M  9 YR  N/A;750 ML;D; 19.89 
3724;8310B;EVAN WILLIAMS S/BBL;750 ML;R; 97.76 
3725;8311B;MT. GAY SUGAR CANE N/A;750 ML;D; 20.22 
3726;8312B;H W WHITE PEACH SCHNAPPS;750 ML;S; 66.86 
3727;8313B;ROMANA BLACK SAMBUCA;750 ML;S; 3.72 
3728;8314B;COEUR D LION CALVADOS VSOP;750 ML;S; 85.12 
3729;8315B;LAZZARONI AMARETTO LIQ;750 ML;S; 59.04 
3730;8316B;D & T LONACH HIGHLAND 39YR;750 ML;S; 7.73 
3731;8317B;VOODOO ANEJO TEQ N/A;750 ML;D; 88.85 
3732;8318B;VOODOO REPOSADO TEQ N/A;750 ML;D; 64.35 
3733;8319B;DON CAMILO 100% AGAVE ANEJ;750 ML;S; 42.53 
3734;8320E;JINRO CHAMJINISULRO SOJU;375 ML;R; 82.65 
3735;8321B;SUNTORY YAMAZAKI MALT WHSY;750 ML;L; 36.88 
3736;8322B;HINE ANTIQUE COGNAC;750 ML;S; 17.86 
3737;8324B;PURITY VODKA;750 ML;S; 71.99 
3738;8325B;CORRALEJO BLANCO;750 ML;L; 11.41 
3739;8327B;H W PEPP. SCHNAPPS 60.0;750 ML;S; 89.19 
3740;8328B;DELAMAIN COGNAC PALE N/A;750 ML;D; 4.88 
3741;8329B;FLOR DE CANA CENT.21Y N/A;750 ML;X; 50.39 
3742;8330B;BANFI GRAPPA DI BRUN N/A;750 ML;X; 55.24 
3743;8331B;BECHEROVKA HERBAL LIQUEUR;750 ML;C; 19.18 
3744;8332B;"OLD FITZGERALD ""1849""";750 ML;S; 76.00 
3745;8333B;HIRSCH SEL. CANADA 10Y N/A;750 ML;X; 25.60 
3746;8334B;MONTECRISTO RUM 12 YR;750 ML;S; 24.51 
3747;8335B;H W BLUEBERRY PASSION N/A;750 ML;D; 15.90 
3748;8336B;LUXARDO AMARETTO W/2 GL NA;750 ML;X; 93.13 
3749;8337B;PRALINE PECAN LIQUEUR;750 ML;S; 48.92 
3750;8338B;EL DORADO 12 YR;750 ML;S; 85.46 
3751;8339B;HIRSCH SE. CANADA 12Y N/A;750 ML;D; 87.72 
3752;8340D;EVERCLEAR PURPLE PASSION;200 ML;S; 25.34 
3753;8341B;3 VODKA;750 ML;S; 20.44 
3754;8342B;GRAPPA JULIA BRANDY  N/A;750 ML;X; 14.37 
3755;8343H;SUNNYBROOK BLEND;1.75 L;S; 49.85 
3756;8344H;ELIJAH CRAIG;1.75 L;S; 51.15 
3757;8345A;DEKUYPER GINGER BRANDY;LITER;S; 58.19 
3758;8346B;WISER S DELUXE CANADIAN;750 ML;R; 30.55 
3759;8346H;WISER S DELUXE CANADIAN;1.75 L;L; 54.39 
3760;8347B;BUCHANAN S SP.RES. 18 YR.;750 ML;L; 13.38 
3761;8348B;PATRON PLATINUM TEQUILA;750 ML;L; 52.29 
3762;8350B;EL JIMADOR ANEJO;750 ML;L; 81.06 
3763;8351B;ROTHMAN CREME DE VIOLETTE;750 ML;L; 74.43 
3764;8352A;REVELSTOKE;LITER;D; 53.32 
3765;8352B;REVELSTOKE;750 ML;L; 15.75 
3766;8352F;REVELSTOKE;50 ML;T; 68.90 
3767;8352H;REVELSTOKE;1.75 L;D; 31.97 
3768;8353B;CRUZAN BANANA FL. RUM;750 ML;R; 22.48 
3769;8354B;CRUZAN COCONUT FL. RUM;750 ML;R; 62.44 
3770;8355B;CRUZAN PINEAPPLE FL.RUM;750 ML;R; 18.01 
3771;8356A;PITU SUGAR CANE SPIRIT;LITER;S; 99.67 
3772;8357B;VAT 69  N/A;750 ML;D; 88.86 
3773;8358B;COOPERS CHOICE BLAD N/A;750 ML;D; 53.45 
3774;8359B;CONNEMARA IRISH WHISKY;750 ML;T; 94.73 
3775;8360B;GRAND MACNISH SCOTCH;750 ML;S; 51.22 
3776;8361E;NONINO GRAPPA CRU  N/A;375 ML;D; 31.64 
3777;8363B;DEKUYPER APPLE BARREL N/A;750 ML;D; 91.55 
3778;8364B;GERMAIN-ROBIN XO;750 ML;S; 16.45 
3779;8365B;GRAN TORRES ORANGE N/A;750 ML;X; 71.43 
3780;8366B;MATTINGLY & MOORE BOURBON;750 ML;S; 22.75 
3781;8366H;MATTINGLY & MOORE BOURBON;1.75 L;S; 53.59 
3782;8367B;BRUICHLADDICH 15 YR.  N/A;750 ML;X; 12.98 
3783;8369B;DEKUYPER MIXED BERRY MEDLE;750 ML;S; 43.95 
3784;8370B;SARATOGA DARK RUM;750 ML;S; 17.50 
3785;8371B;ZYR RUSSIAN VODKA  N/A;750 ML;X; 9.41 
3786;8372B;MEUKOW XO COGNAC N/A;750 ML;X; 74.06 
3787;8373B;VIKINGFJORD VODKA CITRUS;750 ML;S; 52.43 
3788;8374B;NONINO QUINTESSENTIA;750 ML;S; 0.34 
3789;8375B;VIKINGFJORD VODKA EPLE;750 ML;S; 3.23 
3790;8376B;MARIE BRIZARD WATERMELON;750 ML;S; 75.64 
3791;8377B;ISLE OF JURA SUPERST N/A;750 ML;X; 64.18 
3792;8378B;NO. 209 GIN;750 ML;L; 96.89 
3793;8379B;MARTELL CORDON BLEU;750 ML;L; 84.57 
3794;8380H;100 PIPERS SCOTCH;1.75 L;S; 62.17 
3795;8381E;AHA TORO TRI-PACK  N/A;375 ML;X; 31.26 
3796;8382B;DEPAZ RHUM;750 ML;S; 9.26 
3797;8383B;CAFE BOHEME  N/A;750 ML;X; 98.23 
3798;8384B;CABANA BAY RASPB RUM  N/A;750 ML;X; 51.95 
3799;8385B;DEKUYPER HOT DAMN 100;750 ML;S; 17.83 
3800;8385E;DEKUYPER HOT DAMN 100;375 ML;S; 25.81 
3801;8386B;100 PIPERS WHISKEY;750 ML;S; 79.50 
3802;8387H;CHI-CHI S MANGO MARG N/A;1.75 L;D; 27.75 
3803;8388B;HIRSCH SEL. AMER. 20Y N/A;750 ML;D; 20.26 
3804;8389B;DULCE VIDA TEQUILA BLANCO;750 ML;S; 17.86 
3805;8390E;CHICOUTAI CLOUDBERRY LQ NA;375 ML;D; 61.02 
3806;8391B;HPNOTIQ LIQUEUR;750 ML;R; 5.27 
3807;8391E;HPNOTIQ LIQUEUR;375 ML;L; 69.74 
3808;8391F;HPNOTIQ LIQUEUR;50 ML;S; 26.74 
3809;8392B;MARIE BRIZARD POIRE WM.;750 ML;S; 64.21 
3810;8393B;CHARBAY VODKA (CLEAR);750 ML;S; 74.74 
3811;8394B;ROTHMAN ORCHARD APRICOT;750 ML;S; 68.92 
3812;8395B;BAFFERT S GIN  N/A;750 ML;X; 67.79 
3813;8396B;VAN WINKLE FAM RES 20Y N/A;750 ML;D; 17.13 
3814;8397B;CASA NOBLE ANEJO;750 ML;S; 25.88 
3815;8398B;OLD FORESTER BD 2011;750 ML;S; 93.79 
3816;8399A;MILAGRO ROMANCE TEQ. N/A;LITER;D; 50.82 
3817;8400B;DON JULIO REPOSADO;750 ML;R; 42.56 
3818;8400F;DON JULIO REPOSADO;50 ML;T; 22.06 
3819;8401B;GLENFARCLAS 21 YR.;750 ML;S; 13.69 
3820;8402B;PARTIDA ELEGANTE ANEJO;750 ML;S; 65.71 
3821;8403B;TURI VODKA  N/A;750 ML;X; 58.25 
3822;8404H;OLD THOMPSON;1.75 L;S; 29.67 
3823;8405B;TOMATIN SINGLE MALT SCOTCH;750 ML;S; 17.42 
3824;8406B;SHEEP DIP OLD HEBRIDEAN;750 ML;D; 52.81 
3825;8407B;DULCE VIDA TEQ REPOSADO;750 ML;S; 61.87 
3826;8408E;NUX ALPINA WALNUT LIQUEUR;375 ML;S; 84.40 
3827;8409B;CLEAR CREEK KIRSCHW N/A;750 ML;D; 64.62 
3828;8410B;POLAR ICE VODKA  N/A;750 ML;X; 13.21 
3829;8411B;LAURIA ALPINE CREAM LIQUEU;750 ML;S; 38.51 
3830;8412B;BENCHMARK BOURBON;750 ML;L; 17.69 
3831;8412H;BENCHMARK BOURBON;1.75 L;S; 82.49 
3832;8413B;CORAZON DE AGAVE BLANCO;750 ML;L; 53.87 
3833;8413E;CORAZON DE AGAVE BLANCO;375 ML;T; 67.36 
3834;8414B;CORAZON DE AGAVE REPOSADO;750 ML;L; 75.64 
3835;8414E;CORAZON DE AGAVE REPOSADO;375 ML;T; 73.25 
3836;8415B;HEAVEN HILL VERY RARE N/A;750 ML;D; 39.00 
3837;8416B;SANTOS 100% AGAVE REP N/A;750 ML;X; 53.81 
3838;8417A;BOLS CREME DE CASSIS;LITER;S; 27.09 
3839;8418A;BOLS CHERRY BRANDY;LITER;S; 5.43 
3840;8419E;JACOPO POLI - VESPAIOLO;375 ML;S; 24.05 
3841;8420F;BRINLEY GOLD VARIETY  N/A;50 ML;X; 32.79 
3842;8421B;METAXA GRAND FINE;750 ML;S; 43.25 
3843;8422B;SCHENLEY OFC  N/A;750 ML;X; 92.53 
3844;8423B;D & T SPRINGBANK 10 YR;750 ML;S; 5.27 
3845;8424B;TYRCONNELL SINGLE MALT IR;750 ML;L; 58.85 
3846;8425B;PREZIDENTO VODKA  N/A;750 ML;D; 75.97 
3847;8426B;MOLINARI SAMBUCA;750 ML;S; 84.42 
3848;8428B;PAUL MASSON VSOP;750 ML;L; 77.20 
3849;8429B;CAMBELTOWN LOCH  N/A;750 ML;X; 12.12 
3850;8430B;99 BLACKBERRIES SCHNAPPS;750 ML;L; 15.73 
3851;8431B;HIRSCH RYE WHISKEY 22Y N/A;750 ML;X; 15.33 
3852;8432B;EFFEN RASPBERRY VANILLA VO;750 ML;S; 64.56 
3853;8433B;POWERS IRISH WHISKEY;750 ML;S; 77.36 
3854;8434E;SORTILEGE LIQUEUR;375 ML;S; 8.82 
3855;8435B;GLAYVA SCOTCH LIQUEUR;750 ML;L; 50.65 
3856;8436B;OBAN MALT SCOTCH-32YR N/A;750 ML;D; 43.02 
3857;8437B;AUCHENTOSHAN SELECT  N/A;750 ML;D; 73.35 
3858;8439B;DEKUYPER KEY LARGO SCHN NA;750 ML;X; 51.79 
3859;8440B;DEKUYPER LUS WATERMELON SQ;750 ML;S; 62.42 
3860;8441B;BOWMORE 15 DARKEST;750 ML;S; 89.85 
3861;8442B;P.I.N.K. VODKA   N/A;750 ML;X; 70.77 
3862;8443B;HERBSAINT LIQUEUR;750 ML;S; 2.50 
3863;8444B;SMIRNOFF DK ROAST ESPRESSO;750 ML;L; 72.47 
3864;8444F;SMIRNOFF DK ROAST ESPRESSO;50 ML;T; 83.04 
3865;8445B;TORRES 10 BRANDY;750 ML;S; 61.55 
3866;8446B;MYERS S RUM PLATINUM WHITE;750 ML;C; 97.46 
3867;8447B;EL TESORO 70TH ANNIV. 7 YR;750 ML;S; 87.10 
3868;8448B;JOHNNIE WALKER BL KING GEO;750 ML;S; 64.38 
3869;8450A;H W BLACKBERRY FL. BRANDY;LITER;S; 9.59 
3870;8450B;H W BLACKBERRY FL. BRANDY;750 ML;S; 59.78 
3871;8452B;PLYMOUTH GIN;750 ML;C; 49.29 
3872;8453B;LONGMORN 16 YR;750 ML;S; 13.47 
3873;8455B;OLD POTRERO RYE WHIS.  N/A;750 ML;X; 3.84 
3874;8456E;CLEAR CREEK MIRABELLE PLUM;375 ML;L; 50.02 
3875;8457B;GLENMORANGIE MADIERA WD NA;750 ML;X; 26.40 
3876;8458B;PASSOA LIQUEUR;750 ML;S; 17.79 
3877;8459B;SVEDKA CLEMENTINE VODKA;750 ML;T; 4.87 
3878;8460B;BALBLAIR SINGLE MALT;750 ML;S; 89.52 
3879;8461B;DUNKELD ATHOLL BROSE;750 ML;S; 18.40 
3880;8462B;CAOL ILA ISLAY S/M  N/A;750 ML;D; 54.98 
3881;8463B;ROSEBANK SINGLE MALT  N/A;750 ML;D; 85.85 
3882;8464B;MORTLACH SINGLE MALT  N/A;750 ML;D; 96.79 
3883;8465B;BENROMACH SINGLE MALT N/A;750 ML;D; 67.69 
3884;8466B;ULTIMAT VODKA;750 ML;L; 30.51 
3885;8467B;FRIS LIME VODKA  N/A;750 ML;X; 96.06 
3886;8468B;DIST. MASTERPIECE N/A;750 ML;X; 44.31 
3887;8469B;GLENDRONACH 15 YR OLD;750 ML;S; 2.27 
3888;8470B;CORSAIR GIN N/A;750 ML;D; 65.21 
3889;8472B;MACALLAN SCOTCH 30 YR;750 ML;S; 42.61 
3890;8473B;ILLY ESPRESSO USE 7690B;750 ML;D; 84.49 
3891;8474B;GLEN SCOTIA SINGLE MALT NA;750 ML;X; 65.53 
3892;8475B;HANGAR ONE LIME VODKA;750 ML;L; 20.31 
3893;8476B;SIETE LEGUAS REPOSADO TEQU;750 ML;T; 32.62 
3894;8477B;LUCID;750 ML;L; 78.50 
3895;8478B;OLD WHISKEY RIVER;750 ML;S; 92.58 
3896;8479B;ZEN GREEN TEA LIQUEUR N/A;750 ML;X; 5.24 
3897;8480B;RON MATUSALEM PLATINO RUM;750 ML;S; 20.12 
3898;8481E;MAROLO BRUNELLO GRAPPA;375 ML;S; 57.41 
3899;8482B;CAFE RICA COFFEE LIQ. N/A;750 ML;X; 95.57 
3900;8483B;HERRADURA SELECCION SUPREM;750 ML;S; 44.14 
3901;8484B;XTABENTUN HONEY LIQUEUR;750 ML;S; 3.05 
3902;8485B;RON MATUSALEM RUM CLASICO;750 ML;S; 51.97 
3903;8486B;BORU ORIGINAL VODKA;750 ML;S; 3.56 
3904;8487B;360 COLA VODKA;750 ML;S; 97.26 
3905;8488B;TITO S HANDMADE VODKA;750 ML;C; 2.17 
3906;8488H;TITO S HANDMADE VODKA;1.75 L;S; 46.36 
3907;8489B;EFFEN VODKA;750 ML;L; 70.03 
3908;8490B;BOLS SOUR APPLE SCHNAPPS;750 ML;L; 66.84 
3909;8491B;TOSCHI LEMONCELLO LIQ.;750 ML;L; 69.31 
3910;8492B;SIETE LEGUAS ANEJO TEQUILA;750 ML;T; 5.10 
3911;8493E;MAROLO GRAPPA & CAM N/A;375 ML;D; 42.62 
3912;8494H;CHI-CHI S MARGARITA;1.75 L;S; 25.71 
3913;8495H;CHI-CHI S MEXICAN MUDSLIDE;1.75 L;S; 97.76 
3914;8496E;MAROLO BAROLO GRAPPA;375 ML;S; 6.28 
3915;8497B;COURVOISIER INITIAL  N/A;750 ML;X; 21.23 
3916;8498B;AGUARDIENTE CRISTAL;750 ML;S; 35.82 
3917;8499B;DON Q GOLD RUM;750 ML;S; 65.39 
3918;8500B;DON Q CRISTAL RUM;750 ML;S; 69.85 
3919;8501B;CABIN STILL;750 ML;S; 66.90 
3920;8501H;CABIN STILL;1.75 L;S; 40.09 
3921;8503B;SMIRNOFF SPICED ROOT BEER;750 ML;L; 72.55 
3922;8503F;SMIRNOFF SPICED ROOT BEER;50 ML;T; 11.05 
3923;8504A;SCHOENAUER APFEL SCHNAPPS;LITER;D; 28.29 
3924;8504B;SCHOENAUER APFEL SCHNAPPS;750 ML;S; 32.62 
3925;8505B;COOPERS CHOICE GLENLOSSIE;750 ML;S; 35.94 
3926;8506B;FIREBALL CINNAMON WHISKEY;750 ML;C; 30.30 
3927;8506E;FIREBALL CINNAMON WHISKEY;375 ML;L; 8.00 
3928;8506F;FIREBALL CINNAMON WHISKEY;50 ML;T; 12.74 
3929;8506H;FIREBALL CINNAMON WHISKEY;1.75 L;L; 54.91 
3930;8507B;ARRAN S/C BOURGOGNE N/A;750 ML;D; 80.57 
3931;8508B;STRATHISLA SNGL MLT 40 N/A;750 ML;X; 41.61 
3932;8509B;H W APRICOT FL. BRANDY;750 ML;S; 15.10 
3933;8509H;H W APRICOT FL. BRANDY;1.75 L;S; 22.12 
3934;8510B;AMARETTO GOZIO;750 ML;L; 10.23 
3935;8511B;DRY FLY WHISKEY;750 ML;S; 29.99 
3936;8512B;ARRAN S/C BOURBON FINISH;750 ML;S; 34.26 
3937;8513B;BOWMORE 18 YR;750 ML;S; 66.09 
3938;8514B;HARDY VS COGNAC;750 ML;L; 94.48 
3939;8514E;HARDY VS COGNAC;375 ML;S; 12.43 
3940;8514F;HARDY VS COGNAC;50 ML;S; 26.01 
3941;8515B;KELT VSOP COGN;750 ML;S; 93.43 
3942;8516H;CHI-CHI S PINA COLADA;1.75 L;S; 55.16 
3943;8517H;CHI-CHI S POMEGRANATE;1.75 L;S; 22.01 
3944;8518A;GAMMEL DANSK  N/A;LITER;D; 89.66 
3945;8519B;PYRAT CASK RUM  23 YR N/A;750 ML;X; 99.41 
3946;8520B;DON CESAR PISCO PURO;750 ML;L; 14.77 
3947;8521B;DON CESAR PISCO ITALIA;750 ML;S; 72.12 
3948;8523A;HIJOS DE VILLA TEQUILA N/A;LITER;D; 44.05 
3949;8523D;HIJOS DE VILLA TEQUILA N/A;200 ML;D; 18.99 
3950;8524B;MILLBURN 13 YR;750 ML;S; 78.21 
3951;8525B;ARRAN S/C SHERRY FINISH;750 ML;S; 71.39 
3952;8526B;ORANGE V VODKA N/A;750 ML;D; 42.81 
3953;8526F;ORANGE V VODKA N/A;50 ML;D; 5.99 
3954;8528B;GAETANO ROOT BEER SCHNAPPS;750 ML;S; 50.25 
3955;8529B;VIKINGFJORD VODKA;750 ML;C; 74.52 
3956;8529D;VIKINGFJORD VODKA;200 ML;S; 69.51 
3957;8529H;VIKINGFJORD VODKA;1.75 L;L; 42.51 
3958;8531B;VAN GOGH VANILLA VOD N/A;750 ML;D; 65.88 
3959;8532B;H W SLOE GIN  N/A;750 ML;X; 71.81 
3960;8533B;H W COFFEE BRANDY;750 ML;S; 2.06 
3961;8533H;H W COFFEE BRANDY;1.75 L;S; 57.24 
3962;8534B;ZAPOPAN TEQUILA REPOSADO;750 ML;L; 92.67 
3963;8535B;RITTENHOUSE RYE N/A;750 ML;D; 84.55 
3964;8536B;MOLETTO DISTILLATO BR N/A;750 ML;D; 12.42 
3965;8537B;ARRAN S/C SASSICAIA N/A;750 ML;D; 56.98 
3966;8538H;JOHN BEGG BLUE CAP;1.75 L;S; 10.86 
3967;8539B;RHUM ST.JMS HORS D AGE O/S;750 ML;S; 65.89 
3968;8540B;BUSHMILLS 21 YR. S/M N/A;750 ML;D; 35.99 
3969;8541B;QUINTESSENTIAL GIN N/A;750 ML;D; 11.37 
3970;8542B;DEKUYPER ANISETTE;750 ML;S; 73.49 
3971;8543B;FLOR DE CANA GOLD RUM;750 ML;L; 83.13 
3972;8544B;CANTON FRENCH GINGER;750 ML;L; 36.38 
3973;8544F;CANTON FRENCH GINGER;50 ML;L; 24.74 
3974;8545B;ROCKHILL FARMS;750 ML;S; 23.63 
3975;8546B;HANCOCK S RESERVE;750 ML;S; 63.06 
3976;8547B;ELMER T. LEE STR. BOURB;750 ML;S; 49.66 
3977;8548B;H W KIRSCHWASSER;750 ML;S; 35.70 
3978;8549B;MARTINI ROSATO;750 ML;S; 67.99 
3979;8550B;HARDY VSOP COGNAC;750 ML;S; 54.85 
3980;8551B;GLENDRONACH 18 YR OLD;750 ML;S; 97.36 
3981;8552B;BOWMORE 16 YR N/A;750 ML;D; 29.35 
3982;8553B;GLENFIDDICH 30 YR. N/A;750 ML;D; 20.29 
3983;8555B;ESPOLON REPOSADO  N/A;750 ML;D; 72.57 
3984;8556B;USE CODE NUMBER 8108B;750 ML;D; 67.01 
3985;8559B;RASPBERRY DI AMORE;750 ML;L; 96.91 
3986;8560B;AGAVERO TEQUILA LIQUEUR;750 ML;L; 8.39 
3987;8561B;DELAMAIN VESPER COGNAC;750 ML;S; 87.90 
3988;8562B;AGWA DE BOLIVIA LIQ;750 ML;L; 92.93 
3989;8562F;AGWA DE BOLIVIA LIQ;50 ML;X; 82.43 
3990;8563B;BARBAYANNI OUZO BLUE N/A;750 ML;D; 34.92 
3991;8564B;VIRGINIA GENTLEMAN 80;750 ML;S; 1.35 
3992;8566B;BLACK MAPLE HILL  N/A;750 ML;X; 91.77 
3993;8567B;JUNIPERO GIN;750 ML;S; 0.50 
3994;8568B;APPLEFEST SOUR APPLE LIQ.;750 ML;S; 57.52 
3995;8569B;BLACK BOTTLE ORIG. NO AGE;750 ML;S; 35.71 
3996;8570B;BOWMORE CASK S/M  N/A;750 ML;D; 23.07 
3997;8571B;EL TESORO REPOSADO;750 ML;S; 73.06 
3998;8572B;ALTO DEL CARMEN RESERVADO;750 ML;L; 14.32 
3999;8573B;HENRY MCKENNA SINGL BARREL;750 ML;S; 89.99 
4000;8574B;MARIE BRIZARD BLACKBERRY;750 ML;S; 35.93 
4001;8575B;MARASKA KRUSKOVAC PEAR LIQ;750 ML;S; 95.57 
4002;8576B;JUANITO GOLD TEQUILA  N/A;750 ML;X; 60.81 
4003;8576H;JUANITO GOLD TEQUILA  N/A;1.75 L;X; 21.30 
4004;8577B;CONVIDADO DE BACO;750 ML;S; 62.62 
4005;8578B;44 NORTH HUCKLEBERRY VODKA;750 ML;C; 26.12 
4006;8579B;99 PEACHES SCHNAPPS;750 ML;S; 73.63 
4007;8580B;RHUM ST. JAMES ROYAL AMBER;750 ML;S; 29.24 
4008;8581B;WET BY BEEFEATER N/A;750 ML;D; 49.17 
4009;8582B;LIQUID VODKA;750 ML;L; 85.97 
4010;8582F;LIQUID VODKA;50 ML;X; 12.00 
4011;8583B;HERENCIA DE PLATA SIL. N/A;750 ML;X; 66.86 
4012;8584B;XXX SIGLO TREINTA N/A;750 ML;D; 0.86 
4013;8586B;DEKUYPER MTN STRAWBERRY NA;750 ML;X; 20.15 
4014;8587A;CABRITO BLANCO TEQUILA;LITER;S; 69.04 
4015;8588D;HARDY FISHERMAN S N/A;200 ML;D; 48.16 
4016;8589D;HARDY GOLFER S FLASK N/A;200 ML;X; 30.55 
4017;8590A;CORBY S CANADIAN WHISKEY;LITER;S; 19.80 
4018;8591B;DON JULIO ANEJO  1942;750 ML;L; 76.83 
4019;8592B;CARAVELLA LIMONCELLO;750 ML;C; 25.24 
4020;8592F;CARAVELLA LIMONCELLO;50 ML;S; 17.01 
4021;8593B;SEAGRAM S RUBY RED GIN/JUI;750 ML;S; 89.10 
4022;8594B;CATDADDY CAROLINA MOONSHIN;750 ML;S; 14.29 
4023;8595B;CORRALEJO TRIPLE DISTILLED;750 ML;S; 63.32 
4024;8596B;JOHN BARR EXCEL S/M N/A;750 ML;D; 27.08 
4025;8597E;LUXARDO SLIVOVITZ N/A;375 ML;X; 8.31 
4026;8598B;VAN HOO VODKA  N/A;750 ML;D; 92.29 
4027;8599B;RUBI BRANDY VSOP;750 ML;C; 43.24 
4028;8599E;RUBI BRANDY VSOP;375 ML;S; 27.61 
4029;8599F;RUBI BRANDY VSOP;50 ML;S; 56.20 
4030;8599H;RUBI BRANDY VSOP;1.75 L;S; 97.05 
4031;8600B;VELVET FALERNUM LIQ.;750 ML;S; 81.71 
4032;8601B;JOHNNY DRUM PRIVATE STOCK;750 ML;S; 0.85 
4033;8602B;HANGAR ONE MANDARIN VODKA;750 ML;L; 4.40 
4034;8603B;MARIE BRIZARD PARFAIT AMOR;750 ML;L; 61.60 
4035;8604B;LONGROW SINGLE MALT N/A;750 ML;D; 18.48 
4036;8605B;HIRSCH SEL. CANADIAN 20 YR;750 ML;S; 95.16 
4037;8606A;YPIOCA PRATA RUM;LITER;S; 47.13 
4038;8607A;YPIOCA OURO RUM;LITER;S; 58.28 
4039;8608A;ROMPOPE CORONADO N/A;LITER;X; 49.14 
4040;8609B;EL TESORO PARADISO ANEJO;750 ML;S; 56.80 
4041;8610B;SQUARE ONE CUCUMBER VODKA;750 ML;S; 60.47 
4042;8611B;MIDNIGHT MOON;750 ML;S; 81.96 
4043;8612B;GLEN SCOTIA S/M 17 YR. N/A;750 ML;X; 86.32 
4044;8613B;RON VIEJO DE CALDAS RUM;750 ML;S; 7.34 
4045;8614A;CYNAR APERITIF N/A;LITER;S; 11.45 
4046;8614B;CYNAR APERITIF N/A;750 ML;X; 89.67 
4047;8615B;FORTY CREEK 3 GRAIN N/A;750 ML;X; 48.69 
4048;8616B;CABANA CACHACA;750 ML;L; 56.46 
4049;8618B;FORTY CREEK;750 ML;L; 76.93 
4050;8618F;FORTY CREEK;50 ML;T; 66.63 
4051;8618H;FORTY CREEK;1.75 L;L; 83.62 
4052;8619B;VINTAGE BOURBON 17 YR;750 ML;S; 67.31 
4053;8620B;HIRSCH SMALL BATCH 25 YR;750 ML;S; 50.41 
4054;8621B;GRAN CENTENARIO PLATA;750 ML;L; 76.10 
4055;8622B;VIPER SOUR APPLE SCHNAPPS;750 ML;S; 3.18 
4056;8623B;TORTUGA SPICED RUM  N/A;750 ML;D; 64.84 
4057;8624B;HIRSCH SMALL BATCH 28 YR;750 ML;S; 96.77 
4058;8625B;TOBERMORY SINGLE MALT N/A;750 ML;D; 17.08 
4059;8626B;STING SOUR RASP. SCHN. N/A;750 ML;X; 39.22 
4060;8627B;PURASANGRE CACTUS BLAN. NA;750 ML;D; 10.83 
4061;8628B;LUXARDO SAMBUCA CREAM N/A;750 ML;X; 77.65 
4062;8629B;AVERNA AMARO ITALIAN;750 ML;S; 74.01 
4063;8630B;H W PEACH FL. BRANDY;750 ML;S; 66.70 
4064;8631B;JOHN BARR BLUE PRE.17Y N/A;750 ML;X; 20.58 
4065;8632B;GRAN CENTENARIO REP N/A;750 ML;X; 73.68 
4066;8633B;JOHN BARR BLACK;750 ML;S; 49.22 
4067;8633H;JOHN BARR BLACK;1.75 L;S; 29.21 
4068;8634B;PURASANGRE CACTUS ANEJO NA;750 ML;D; 31.02 
4069;8635A;LUXARDO SAMBUCA DEI CESARI;LITER;S; 16.77 
4070;8636B;EVAN WILLIAMS 100;750 ML;L; 31.01 
4071;8636H;EVAN WILLIAMS 100;1.75 L;S; 63.42 
4072;8637B;KALANI COCONUT LIQUEUR;750 ML;S; 2.76 
4073;8638B;PURASANGRE CACTUS REPO. NA;750 ML;X; 69.68 
4074;8639B;LAGAVULIN DIST EDITI N/A;750 ML;D; 82.88 
4075;8641B;LUXARDO ORANGE DRY;750 ML;S; 3.44 
4076;8642E;CLEAR CREEK BRANDY  N/A;375 ML;X; 50.87 
4077;8643B;VAN GOGH PINEAPPLE VODKA;750 ML;S; 47.15 
4078;8644B;MILLER S GIN;750 ML;L; 43.46 
4079;8645B;BLANCO MADERO AGUARDIENTE;750 ML;S; 44.79 
4080;8646B;FLOR DE CANA 7 YR GRD RESV;750 ML;L; 31.28 
4081;8647E;FRUITTE DI VETRO GRAPPA;375 ML;S; 35.41 
4082;8648B;DANZKA GRAPEFRUIT VOD N/A;750 ML;X; 45.67 
4083;8649E;LE ROSE GRAPPA;375 ML;S; 67.37 
4084;8650B;CRUZAN BLACKSTRAP RUM;750 ML;C; 88.33 
4085;8651B;RICARD ANISE;750 ML;S; 51.76 
4086;8652B;CAOL ILA 25 YR N/A;750 ML;X; 31.73 
4087;8653B;CORUBA DARK JAM. RUM;750 ML;L; 7.87 
4088;8654B;DEANSTON SINGLE MALT N/A;750 ML;D; 21.53 
4089;8655B;VOX RASPBERRY VODKA  N/A;750 ML;D; 93.57 
4090;8656B;JOHN BARR PURE MALT N/A;750 ML;D; 3.44 
4091;8657B;NOAH S MILL;750 ML;S; 63.92 
4092;8658B;DEATH S DOOR WHITE WHISKY;750 ML;S; 81.98 
